dir,numBytesSnt,minPktSz,stdIAT,ipMindIPID,ipMaxTTL,tcpPSeqCnt,tcpInitWinSz,tcpAveWinSz,tcpMSS,tcpWS,tcpRTTAckTripMax,entropy,class
B,3548,0,0.48476,1,59,7,7413760,898875.4,1460,256,0.055818,3.9981,1
A,365,0,0.401013,0,64,5,8222720,252428.1,1460,128,1.53392,3.619,1
B,3549,0,0.484902,1,59,7,7413760,898875.4,1460,256,0.055975,3.9979,1
A,365,0,0.392993,0,64,6,8222720,183282.2,1460,128,1.541852,3.6157,1
B,3549,0,0.469742,1,59,8,7413760,638275.2,1460,256,0.052812,3.9969,1
A,365,0,0.312663,0,64,7,8222720,134871,1460,128,1.265245,3.6205,1
B,3664,0,0.367414,1,59,8,7413760,455855,1460,256,0.226561,3.9971,1
A,365,0,0.413039,0,64,4,8222720,351198.3,1460,128,1.542463,3.5763,1
B,3548,0,0.502046,1,59,6,7413760,1271162,1460,256,0.055613,3.9979,1
A,365,0,0.393798,0,64,6,8222720,183282.2,1460,128,1.552595,3.5891,1
B,3547,0,0.470232,1,59,8,7413760,638275.2,1460,256,0.051873,3.9976,1
A,365,0,0.395586,0,64,6,8222720,183282.2,1460,128,1.554906,3.6445,1
B,3549,0,0.470988,1,59,8,7413760,638275.2,1460,256,0.055499,3.9976,1
A,365,0,0.361164,0,64,4,8222720,351198.3,1460,128,1.363418,3.644,1
B,3548,0,0.436805,1,59,6,7413760,1271162,1460,256,0.055483,3.9974,1
A,365,0,0.411563,0,64,5,8222720,252428.1,1460,128,1.573597,3.6147,1
B,3548,0,0.468841,1,59,8,7413760,638275.2,1460,256,0.055586,3.9969,1
A,365,0,0.397448,0,64,6,8222720,183282.2,1460,128,1.560075,3.5885,1
B,3548,0,0.473541,1,59,8,7413760,638275.2,1460,256,0.060575,3.9959,1
A,365,0,0.316824,0,64,6,8222720,183282.2,1460,128,1.261446,3.6365,1
B,3549,0,0.384378,1,59,7,7413760,898875.4,1460,256,0.269281,3.9979,1
A,365,0,0.250684,0,64,6,8222720,183282.2,1460,128,0.790363,3.6153,1
B,3548,0,0.288714,1,59,8,7413760,638275.2,1460,256,0.055518,3.9984,1
A,365,0,0.331484,0,64,6,8222720,183291.2,1460,128,1.308253,3.6404,1
B,3668,0,0.404153,1,59,6,7413760,898875.4,1460,256,0.224222,3.998,1
A,365,0,0.326964,0,64,6,8222720,183282.2,1460,128,1.289965,3.6188,1
B,3547,0,0.385849,1,59,8,7413760,638275.2,1460,256,0.262275,3.9969,1
A,365,0,0.407555,0,64,6,8222720,183282.2,1460,128,1.599102,3.6438,1
B,3548,0,0.48575,1,59,8,7413760,638275.2,1460,256,0.049839,3.9985,1
A,0,0,0,65535,64,0,0,0,0,1,0.000021,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9939,1
A,365,0,0.417816,0,64,5,8222720,252428.1,1460,128,1.598247,3.6196,1
B,3549,0,0.502689,1,59,7,7413760,898875.4,1460,256,0.055734,3.9973,1
A,626,0,0.337897,0,64,5,8222720,183291.2,1460,128,1.332862,3.5601,1
B,3548,0,0.375889,1,59,8,7413760,455855,1460,256,0.048326,3.9981,1
A,365,0,0.298571,0,64,4,8222720,351198.3,1460,128,1.086298,3.6084,1
B,3548,0,0.355977,1,59,6,7413760,1271162,1460,256,0.05757,3.998,1
A,365,0,0.4161,0,64,4,8222720,351198.3,1460,128,1.55631,3.6154,1
B,3549,0,0.50717,1,59,6,7413760,1271162,1460,256,0.054834,3.9987,1
A,365,0,0.342115,0,64,5,8222720,252421.3,1460,128,1.312464,3.6027,1
B,3548,0,0.417705,1,59,6,7413760,1271162,1460,256,0.269299,3.9979,1
A,0,0,0,65535,64,0,0,0,0,1,0.000024,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9892,1
A,469,0,0.399995,1,64,4,8222720,515178.7,1460,128,1.674362,3.7124,1
B,3548,0,0.585808,1,59,4,7413760,1802999,1460,256,0.056378,3.998,1
A,0,0,0,65535,64,0,0,0,0,1,0.000024,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9961,1
A,0,0,0,65535,64,0,0,0,0,1,0.000018,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9856,1
A,0,0,0,65535,64,0,0,0,0,1,0.000016,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9909,1
A,0,0,0,65535,64,0,0,0,0,1,0.000023,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9855,1
A,365,0,0.382499,1,64,4,8222720,716731.2,1460,128,1.146358,3.6277,1
B,3548,0,0.419457,1,59,5,7413760,1802999,1460,256,0.794574,3.9975,1
A,365,0,0.360717,0,64,5,8222720,252459.7,1460,128,0.417725,3.6102,1
B,3548,0,0.398772,1,59,7,7413760,898875.4,1460,256,1.432118,3.9975,1
A,0,0,0,65535,64,0,0,0,0,1,0.00002,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9891,1
A,0,0,0,65535,64,0,0,0,0,1,0.000023,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9811,1
A,365,0,0.144475,1,64,7,8222720,393283.6,1460,128,0.486511,3.6145,1
B,3524,0,0.0895,1,59,6,7413760,1271162,1460,256,0.041853,3.9985,1
A,365,0,0.152498,1,64,7,8222720,393283.6,1460,128,0.510251,3.639,1
B,3525,0,0.177458,1,59,6,7413760,1271162,1460,256,0.026302,3.9976,1
A,365,0,0.209715,0,64,6,8222720,183282.2,1460,128,0.822909,3.5905,1
B,3548,0,0.240151,1,59,9,7413760,455855,1460,256,0.019412,3.9989,1
A,365,0,0.220467,1,64,6,8222720,534397.7,1460,128,0.637055,3.627,1
B,3524,0,0.188043,1,59,5,7413760,1802999,1460,256,0.028106,3.9954,1
A,365,0,0.304891,0,64,5,8222720,252428.1,1460,128,1.165987,3.6161,1
B,3547,0,0.368714,1,59,7,7413760,898875.4,1460,256,0.033342,3.9978,1
A,365,0,0.295661,0,64,6,8222720,183282.2,1460,128,1.164893,3.5741,1
B,3548,0,0.354187,1,59,8,7413760,638275.2,1460,256,0.040396,3.9987,1
A,365,0,0.30903,0,64,6,8222720,183282.2,1460,128,1.211434,3.6481,1
B,3547,0,0.371908,1,59,8,7413760,638275.2,1460,256,0.022712,3.9985,1
A,365,0,0.298868,0,64,6,8222720,183282.2,1460,128,1.173465,3.6204,1
B,3548,0,0.35988,1,59,8,7413760,638275.2,1460,256,0.044453,3.9972,1
A,365,0,0.227711,1,64,6,8222720,534397.7,1460,128,0.680245,3.567,1
B,3524,0,0.183331,1,59,5,7413760,1802999,1460,256,0.040608,3.9978,1
A,365,0,0.220736,1,64,7,8222720,393283.6,1460,128,0.662944,3.6277,1
B,3524,0,0.181129,1,59,6,7413760,1271162,1460,256,0.042901,3.9984,1
A,365,0,0.230749,1,64,6,8222720,534397.7,1460,128,0.65347,3.6023,1
B,3525,0,0.202962,1,59,5,7413760,1802999,1460,256,0.02774,3.9954,1
A,365,0,0.224431,1,64,7,8222720,393283.6,1460,128,0.641773,3.6219,1
B,3525,0,0.198356,1,59,6,7413760,1271162,1460,256,0.028442,3.9969,1
A,365,0,0.23043,1,64,6,8222720,534397.7,1460,128,0.641862,3.6183,1
B,3525,0,0.208296,1,59,5,7413760,1802999,1460,256,0.027967,3.9977,1
A,365,0,0.225375,1,64,6,8222720,534397.7,1460,128,0.602232,3.6288,1
B,3524,0,0.218021,1,59,5,7413760,1802999,1460,256,0.036872,3.9978,1
A,365,0,0.226604,1,64,7,8222720,393283.6,1460,128,0.640494,3.5864,1
B,3523,0,0.222142,1,59,6,7413760,1271162,1460,256,0.020426,3.9977,1
A,365,0,0.222303,1,64,7,8222720,393283.6,1460,128,0.622705,3.6319,1
B,3524,0,0.215276,1,59,6,7413760,1271162,1460,256,0.030812,3.9988,1
A,365,0,0.222553,1,64,7,8222720,393283.6,1460,128,0.633002,3.6424,1
B,3524,0,0.218957,1,59,6,7413760,1271162,1460,256,0.028561,3.9982,1
A,365,0,0.231514,1,64,6,8222720,534397.7,1460,128,0.667811,3.6525,1
B,3524,0,0.242125,1,59,5,7413760,1802999,1460,256,0.025918,3.998,1
A,365,0,0.22737,1,64,6,8222720,534397.7,1460,128,0.678764,3.6319,1
B,3524,0,0.245104,1,59,5,7413760,1802999,1460,256,0.039315,3.9973,1
A,365,0,0.227473,1,64,6,8222720,534397.7,1460,128,0.683596,3.6026,1
B,3523,0,0.24692,1,59,5,7413760,1802999,1460,256,0.03699,3.9977,1
A,365,0,0.234689,1,64,6,8222720,534397.7,1460,128,0.719231,3.5958,1
B,3523,0,0.260916,1,59,5,7413760,1802999,1460,256,0.024861,3.9955,1
A,365,0,0.234101,1,64,6,8222720,534397.7,1460,128,0.738072,3.6374,1
B,3524,0,0.26695,1,59,5,7413760,1802999,1460,256,0.030999,3.9989,1
A,365,0,0.240978,1,64,6,8222720,534397.7,1460,128,0.774322,3.6347,1
B,3524,0,0.28095,1,59,5,7413760,1802999,1460,256,0.022436,3.9988,1
A,365,0,0.229393,1,64,7,8222720,393283.6,1460,128,0.760557,3.6083,1
B,3523,0,0.261715,1,59,6,7413760,1271162,1460,256,0.037525,3.997,1
A,365,0,0.245193,1,64,6,8222720,534397.7,1460,128,0.819114,3.622,1
B,3525,0,0.296006,1,59,5,7413760,1802999,1460,256,0.029203,3.9987,1
A,365,0,0.226512,1,64,7,8222720,393283.6,1460,128,0.780856,3.6298,1
B,3523,0,0.266976,1,59,6,7413760,1271162,1460,256,0.05128,3.998,1
A,365,0,0.244222,1,64,7,8222720,393283.6,1460,128,0.855187,3.6222,1
B,3523,0,0.294225,1,59,6,7413760,1271162,1460,256,0.032002,3.9987,1
A,365,0,0.307282,0,64,5,8222720,252428.1,1460,128,1.176124,3.6048,1
B,3549,0,0.374255,1,59,7,7413760,898875.4,1460,256,0.041426,3.9969,1
A,365,0,0.245324,1,64,7,8222720,393283.6,1460,128,0.864138,3.6096,1
B,3525,0,0.296839,1,59,6,7413760,1271162,1460,256,0.037684,3.9978,1
A,365,0,0.255389,1,64,7,8222720,393283.6,1460,128,0.901933,3.6161,1
B,3525,0,0.310778,1,59,6,7413760,1271162,1460,256,0.021441,3.9979,1
A,365,0,0.247117,1,64,7,8222720,393283.6,1460,128,0.880373,3.6341,1
B,3524,0,0.302257,1,59,6,7413760,1271162,1460,256,0.042937,3.9976,1
A,365,0,0.230149,1,64,6,8222720,534397.7,1460,128,0.648139,3.6062,1
B,3523,0,0.234726,1,59,5,7413760,1802999,1460,256,0.031661,3.9985,1
A,365,0,0.258686,1,64,7,8222720,393283.6,1460,128,0.926539,3.6205,1
B,3523,0,0.318571,1,59,6,7413760,1271162,1460,256,0.031327,3.9972,1
A,365,0,0.270341,1,64,6,8222720,534397.7,1460,128,0.947726,3.6129,1
B,3524,0,0.343085,1,59,5,7413760,1802999,1460,256,0.031241,3.9972,1
A,365,0,0.275541,1,64,5,8222720,735969.6,1460,128,0.941501,3.6383,1
B,3524,0,0.354646,1,59,4,7413760,2562766,1460,256,0.036153,3.9979,1
A,365,0,0.264169,1,64,7,8222720,393283.6,1460,128,0.952017,3.6013,1
B,3525,0,0.327234,1,59,6,7413760,1271162,1460,256,0.031741,3.997,1
A,365,0,0.273747,1,64,7,8222720,393283.6,1460,128,0.991169,3.582,1
B,3525,0,0.340807,1,59,6,7413760,1271162,1460,256,0.026839,3.9979,1
A,365,0,0.270319,1,64,6,8222720,534397.7,1460,128,0.939645,3.6058,1
B,3525,0,0.339937,1,59,5,7413760,1802999,1460,256,0.021607,3.9986,1
A,365,0,0.276207,1,64,7,8222720,393283.6,1460,128,1.000098,3.644,1
B,3525,0,0.343919,1,59,6,7413760,1271162,1460,256,0.023881,3.9984,1
A,365,0,0.283538,1,64,6,8222720,534397.7,1460,128,0.998081,3.6133,1
B,3525,0,0.36044,1,59,5,7413760,1802999,1460,256,0.025176,3.9969,1
A,365,0,0.269795,1,64,7,8222720,393283.6,1460,128,0.980014,3.6083,1
B,3524,0,0.336103,1,59,6,7413760,1271162,1460,256,0.038362,3.9973,1
A,365,0,0.272523,1,64,7,8222720,393283.6,1460,128,0.990016,3.633,1
B,3524,0,0.339732,1,59,6,7413760,1271162,1460,256,0.036585,3.9983,1
A,365,0,0.278496,1,64,7,8222720,393283.6,1460,128,1.015498,3.5885,1
B,3523,0,0.349252,1,59,6,7413760,1271162,1460,256,0.039368,3.9983,1
A,365,0,0.267812,1,64,7,8222720,393283.6,1460,128,0.96802,3.62,1
B,3524,0,0.332771,1,59,6,7413760,1271162,1460,256,0.030155,3.9979,1
A,365,0,0.287702,1,64,7,8222720,393283.6,1460,128,1.047306,3.655,1
B,3524,0,0.360595,1,59,6,7413760,1271162,1460,256,0.023938,3.998,1
A,365,0,0.299218,1,64,5,8222720,735969.6,1460,128,1.030324,3.6391,1
B,3524,0,0.38804,1,59,4,7413760,2562766,1460,256,0.034667,3.9989,1
A,365,0,0.27464,1,64,7,8222720,393283.6,1460,128,1.001951,3.6131,1
B,3525,0,0.34655,1,59,6,7413760,1271162,1460,256,0.040462,3.9971,1
A,365,0,0.28141,1,64,7,8222720,393283.6,1460,128,1.027463,3.6094,1
B,3524,0,0.352232,1,59,6,7413760,1271162,1460,256,0.04469,3.9976,1
A,365,0,0.291886,1,64,6,8222720,534397.7,1460,128,1.035182,3.6417,1
B,3523,0,0.371796,1,59,5,7413760,1802999,1460,256,0.047312,3.998,1
A,365,0,0.294469,1,64,7,8222720,393283.6,1460,128,1.073711,3.6278,1
B,3524,0,0.3688,1,59,6,7413760,1271162,1460,256,0.027522,3.9975,1
A,365,0,0.296683,1,64,7,8222720,393283.6,1460,128,1.081286,3.6459,1
B,3523,0,0.371297,1,59,6,7413760,1271162,1460,256,0.026054,3.9977,1
A,365,0,0.287596,1,64,7,8222720,393283.6,1460,128,1.050843,3.6126,1
B,3524,0,0.359667,1,59,6,7413760,1271162,1460,256,0.045615,3.9979,1
A,365,0,0.31806,1,64,5,8222720,735969.6,1460,128,1.095048,3.6292,1
B,3523,0,0.411532,1,59,4,7413760,2562766,1460,256,0.037557,3.9977,1
A,365,0,0.314572,1,64,6,8222720,534397.7,1460,128,1.112037,3.6185,1
B,3524,0,0.400467,1,59,5,7413760,1802999,1460,256,0.035422,3.9975,1
A,365,0,0.314308,1,64,6,8222720,534397.7,1460,128,1.111422,3.6348,1
B,3525,0,0.399636,1,59,5,7413760,1802999,1460,256,0.038983,3.9958,1
A,365,0,0.338453,1,64,5,8222720,735969.6,1460,128,1.15707,3.6197,1
B,3524,0,0.435482,1,59,4,7413760,2562766,1460,256,0.036037,3.9974,1
A,365,0,0.31619,0,64,5,8222720,252428.1,1460,128,1.212052,3.6626,1
B,3549,0,0.386043,1,59,7,7413760,898875.4,1460,256,0.028828,3.9977,1
A,365,0,0.311371,0,64,5,8222720,252428.1,1460,128,1.194301,3.6202,1
B,3548,0,0.377785,1,59,7,7413760,898875.4,1460,256,0.044373,3.9974,1
A,365,0,0.320376,0,64,5,8222720,252428.1,1460,128,1.2242,3.625,1
B,3549,0,0.388295,1,59,7,7413760,898875.4,1460,256,0.0287,3.9974,1
A,365,0,0.338742,1,64,6,8222720,534397.7,1460,128,1.191167,3.6379,1
B,3525,0,0.429265,1,59,5,7413760,1802999,1460,256,0.027951,3.9984,1
A,365,0,0.308046,1,64,6,8222720,534397.7,1460,128,1.090411,3.616,1
B,3523,0,0.393073,1,59,5,7413760,1802999,1460,256,0.029837,3.9979,1
A,365,0,0.342191,1,64,6,8222720,534397.7,1460,128,1.202202,3.634,1
B,3525,0,0.43633,1,59,5,7413760,1802999,1460,256,0.029925,3.9975,1
A,365,0,0.250049,1,64,7,8222720,393283.6,1460,128,0.873672,3.6045,1
B,3524,0,0.300945,1,59,6,7413760,1271162,1460,256,0.0265,3.9977,1
A,365,0,0.316907,0,64,6,8222720,183282.2,1460,128,1.24228,3.6547,1
B,3548,0,0.381466,1,59,8,7413760,638275.2,1460,256,0.023334,3.9978,1
A,365,0,0.320661,0,64,5,8222720,252428.1,1460,128,1.225844,3.6198,1
B,3549,0,0.38825,1,59,7,7413760,898875.4,1460,256,0.039007,3.9961,1
A,365,0,0.321449,0,64,5,8222720,252428.1,1460,128,1.228682,3.6483,1
B,3547,0,0.389479,1,59,7,7413760,898875.4,1460,256,0.034572,3.9978,1
A,365,0,0.325188,0,64,5,8222720,252428.1,1460,128,1.242219,3.6161,1
B,3548,0,0.393761,1,59,7,7413760,898875.4,1460,256,0.029717,3.9985,1
A,365,0,0.314922,0,64,6,8222720,183282.2,1460,128,1.235543,3.6368,1
B,3548,0,0.37663,1,59,8,7413760,638275.2,1460,256,0.042049,3.9974,1
A,365,0,0.331236,0,64,5,8222720,252428.1,1460,128,1.265211,3.6264,1
B,3547,0,0.400556,1,59,7,7413760,898875.4,1460,256,0.028447,3.9985,1
A,365,0,0.336733,0,64,4,8222720,351198.3,1460,128,1.257185,3.6318,1
B,3547,0,0.410293,1,59,6,7413760,1271162,1460,256,0.035909,3.9979,1
A,365,0,0.333243,0,64,5,8222720,252428.1,1460,128,1.273339,3.6428,1
B,3548,0,0.381304,1,59,8,7413760,638275.2,1460,256,0.034117,3.9964,1
A,365,0,0.343919,0,64,4,8222720,351198.3,1460,128,1.289287,3.6762,1
B,3548,0,0.421042,1,59,6,7413760,1271162,1460,256,0.035012,3.9989,1
A,365,0,0.325815,0,64,6,8222720,183282.2,1460,128,1.281864,3.616,1
B,3548,0,0.392968,1,59,8,7413760,638275.2,1460,256,0.041186,3.9979,1
A,365,0,0.337869,0,64,5,8222720,252428.1,1460,128,1.292644,3.6311,1
B,3548,0,0.409639,1,59,7,7413760,898875.4,1460,256,0.044237,3.9975,1
A,365,0,0.350403,0,64,5,8222720,252421.3,1460,128,1.341602,3.5809,1
B,3547,0,0.426427,1,59,7,7413760,898875.4,1460,256,0.023572,3.999,1
A,365,0,0.345542,0,64,5,8222720,252428.1,1460,128,1.323454,3.6122,1
B,3548,0,0.425617,1,59,7,7413760,898875.4,1460,256,0.03962,3.9975,1
A,365,0,0.355441,0,64,4,8222720,351198.3,1460,128,1.331476,3.5833,1
B,3548,0,0.440126,1,59,6,7413760,1271162,1460,256,0.034932,3.9979,1
A,365,0,0.33425,0,64,6,8222720,183282.2,1460,128,1.321264,3.6496,1
B,3549,0,0.406252,1,59,8,7413760,638275.2,1460,256,0.042645,3.9982,1
A,365,0,0.348399,0,64,6,8222720,183282.2,1460,128,1.367505,3.6334,1
B,3549,0,0.429606,1,59,8,7413760,638275.2,1460,256,0.057339,3.9979,1
A,365,0,0.337307,0,64,6,8222720,183282.2,1460,128,1.326033,3.6175,1
B,3549,0,0.41564,1,59,8,7413760,638275.2,1460,256,0.055925,3.9981,1
A,365,0,0.34058,0,64,6,8222720,183282.2,1460,128,1.339564,3.5508,1
B,3549,0,0.423076,1,59,8,7413760,638275.2,1460,256,0.067179,3.9973,1
A,365,0,0.350662,0,64,6,8222720,183282.2,1460,128,1.377347,3.6307,1
B,3547,0,0.414566,1,59,9,7413760,455855,1460,256,0.069061,3.997,1
A,365,0,0.355305,0,64,5,8222720,252428.1,1460,128,1.362518,3.6254,1
B,3547,0,0.446153,1,59,7,7413760,898875.4,1460,256,0.066356,3.9958,1
A,365,0,0.356735,0,64,6,8222720,183282.2,1460,128,1.400529,3.6339,1
B,3548,0,0.441795,1,59,8,7413760,638275.2,1460,256,0.064752,3.9982,1
A,0,0,0,65535,64,0,0,0,0,1,0.000026,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9895,1
A,0,0,0,65535,64,0,0,0,0,1,0.000027,0,1
B,534,534,0,65535,59,1,118,118,0,1,0,3.9903,1
A,635609,0,0.249846,1,64,7340,8222720,64086.86,1460,128,15.15558,3.8164,1
B,984708,0,0.256108,1,59,6894,7413760,128307.2,1460,256,14.84457,3.9976,1
A,9635,0,3.134114,1,64,39,8222720,63867.12,1460,128,15.17973,3.7658,1
B,11426,0,3.435473,1,59,34,7413760,32110.51,1460,256,14.80795,3.9982,1
A,10297,0,3.423023,1,64,31,8222720,63923.21,1460,128,15.118,3.7831,1
B,12099,0,3.378385,1,59,35,7413760,33354.92,1460,256,14.88247,3.9974,1
A,8853,0,3.22242,1,64,36,8222720,64103.8,1460,128,15.07421,3.8149,1
B,10833,0,3.382306,1,59,35,7413760,32103.83,1460,256,14.92617,3.9977,1
A,8454,0,3.63825,1,64,27,8222720,64219.67,1460,128,15.20601,3.8059,1
B,10498,0,3.740479,1,59,28,7413760,31497.87,1460,256,14.78117,3.9973,1
A,711,0,4.758681,1,64,12,8222720,102859.4,1460,128,15.21929,3.808,1
B,3941,0,4.991269,1,59,13,7413760,92684.1,1460,256,14.78232,3.9988,1
A,711,0,4.642713,1,64,13,8222720,91239.23,1460,128,15.12383,3.8006,1
B,3940,0,5.105779,1,59,12,7413760,123343.5,1460,256,14.87654,3.998,1
A,710,0,4.874448,1,64,11,8222720,119454.8,1460,128,15.17477,3.8076,1
B,3943,0,5.117098,1,59,12,7413760,124001.2,1460,256,14.82543,3.9987,1
A,711,0,4.752102,1,64,12,8222720,102855.6,1460,128,15.08765,3.8033,1
B,3941,0,5.108601,1,59,12,7413760,123343.5,1460,256,14.91211,3.9969,1
A,711,0,4.865538,1,64,11,8222720,119457,1460,128,15.09442,3.7868,1
B,3942,0,5.238163,1,59,11,7413760,167142.5,1460,256,14.90531,3.9976,1
A,711,0,4.764739,1,64,12,8222720,102855.6,1460,128,15.13102,3.8208,1
B,3942,0,4.994663,1,59,13,7413760,92684.1,1460,256,14.86921,3.9976,1
A,710,0,4.620144,1,64,13,8222720,91238.12,1460,128,15.19647,3.8051,1
B,4067,0,4.83072,1,59,14,7413760,71222.55,1460,256,14.58842,3.9985,1
A,815,0,4.639461,1,64,13,8222720,91238.12,1460,128,15.20177,3.7803,1
B,3942,0,4.859766,1,59,14,7413760,71222.55,1460,256,14.79837,3.9969,1
A,711,0,4.875895,1,64,11,8222720,119457,1460,128,15.1977,3.793,1
B,3942,0,5.244714,1,59,11,7413760,167142.5,1460,256,14.80233,3.9973,1
A,711,0,4.865618,1,64,11,8222720,119457,1460,128,15.22586,3.7953,1
B,3942,0,5.238407,1,59,11,7413760,167142.5,1460,256,14.77439,3.9974,1
A,711,0,4.754113,1,64,12,8222720,102859.4,1460,128,15.02253,3.8171,1
B,3941,0,4.987073,1,59,13,7413760,92684.1,1460,256,14.97778,3.9986,1
A,711,0,4.865597,1,64,11,8222720,119457,1460,128,15.01327,3.8012,1
B,3941,0,5.237389,1,59,11,7413760,167142.5,1460,256,14.9877,3.9972,1
A,711,0,4.864076,1,64,11,8222720,119457,1460,128,15.11191,3.7762,1
B,3943,0,5.109579,1,59,12,7413760,123343.5,1460,256,14.88904,3.9963,1
A,711,0,4.874053,1,64,11,8222720,119457,1460,128,15.13925,3.803,1
B,3942,0,5.243515,1,59,11,7413760,167142.5,1460,256,14.86024,3.9963,1
A,711,0,4.651089,1,64,13,8222720,91235.38,1460,128,15.08284,3.8205,1
B,3942,0,4.871711,1,59,14,7413760,71222.55,1460,256,14.91665,3.9974,1
A,711,0,4.648829,1,64,13,8222720,91235.38,1460,128,15.20459,3.8084,1
B,3943,0,4.869763,1,59,14,7413760,71222.55,1460,256,14.79535,3.9984,1
A,711,0,4.763066,1,64,12,8222720,102856.7,1460,128,15.04381,3.7947,1
B,3942,0,5.116404,1,59,12,7413760,123343.5,1460,256,14.95682,3.9978,1
A,711,0,4.764382,1,64,12,8222720,102856.7,1460,128,15.01683,3.7833,1
B,3943,0,5.11631,1,59,12,7413760,123343.5,1460,256,14.97146,3.9988,1
A,711,0,4.658229,1,64,13,8222720,91235.38,1460,128,15.13889,3.8034,1
B,3943,0,4.994161,1,59,13,7413760,92684.1,1460,256,14.86176,3.9977,1
A,711,0,4.758842,1,64,12,8222720,102856.7,1460,128,15.21288,3.8313,1
B,3943,0,5.113004,1,59,12,7413760,123343.5,1460,256,14.7873,3.9986,1
A,711,0,4.752629,1,64,12,8222720,102856.7,1460,128,15.14043,3.8061,1
B,3942,0,4.985835,1,59,13,7413760,92684.1,1460,256,14.86039,3.9976,1
A,711,0,4.87493,1,64,11,8222720,119457,1460,128,15.17898,3.8285,1
B,3942,0,5.117921,1,59,12,7413760,123343.5,1460,256,14.8216,3.9973,1
A,711,0,4.868076,1,64,11,8222720,119457,1460,128,15.02487,3.8036,1
B,3943,0,5.239414,1,59,11,7413760,167142.5,1460,256,14.97549,3.9983,1
A,711,0,4.660947,1,64,13,8222720,91241.84,1460,128,15.04626,3.8142,1
B,3942,0,4.880303,1,59,14,7413760,71222.55,1460,256,14.9548,3.9966,1
A,710,0,4.876503,1,64,11,8222720,119457,1460,128,15.07222,3.8035,1
B,3941,0,5.118756,1,59,12,7413760,123343.5,1460,256,14.9356,3.9971,1
A,711,0,4.749238,1,64,12,8222720,102855.6,1460,128,15.19593,3.8022,1
B,3941,0,4.983706,1,59,13,7413760,92684.1,1460,256,14.80515,3.9971,1
A,711,0,4.749432,1,64,12,8222720,102856.7,1460,128,15.09242,3.7907,1
B,3942,0,5.106909,1,59,12,7413760,123343.5,1460,256,14.90775,3.9964,1
A,711,0,4.764729,1,64,12,8222720,102856.7,1460,128,15.13164,3.8042,1
B,3942,0,5.117482,1,59,12,7413760,123343.5,1460,256,14.86971,3.998,1
A,711,0,4.759629,1,64,12,8222720,102862,1460,128,15.16266,3.8154,1
B,3942,0,5.113823,1,59,12,7413760,123343.5,1460,256,14.83863,3.998,1
A,711,0,4.76602,1,64,12,8222720,102862,1460,128,15.12338,3.7949,1
B,3942,0,5.118628,1,59,12,7413760,123343.5,1460,256,14.87582,3.9969,1
A,12227,0,1.662585,1,64,163,8222720,64128,1460,128,15.24053,3.802,1
B,21129,0,1.647721,1,59,169,7413760,31539.05,1460,256,14.76347,3.9981,1
A,3437,0,3.815494,1,64,24,8222720,64664.12,1460,128,15.01742,3.7979,1
B,6266,0,3.80899,1,59,27,7413760,25557.28,1460,256,14.96848,3.9975,1
A,11736,0,2.365474,1,64,73,8222720,64128,1460,128,15.10837,3.8069,1
B,13717,0,1.980681,1,59,111,7413760,43008,1460,256,14.87465,3.998,1
A,1101,0,4.111965,1,64,19,8222720,67317.16,1460,128,15.15358,3.7859,1
B,4274,0,4.191914,1,59,21,7413760,25269.65,1460,256,14.84743,3.997,1
A,711,0,4.766245,1,64,12,8222720,102862,1460,128,15.21914,3.8304,1
B,3942,0,4.997453,1,59,13,7413760,92684.1,1460,256,14.78435,3.9986,1
A,710,0,4.750472,1,64,12,8222720,102856.7,1460,128,15.13889,3.8157,1
B,3941,0,4.984444,1,59,13,7413760,92684.1,1460,256,14.86281,3.9988,1
A,710,0,4.657267,1,64,13,8222720,91241.84,1460,128,15.06819,3.8015,1
B,3943,0,4.992992,1,59,13,7413760,92684.1,1460,256,14.9324,3.9988,1
A,711,0,4.862289,1,64,11,8222720,119457,1460,128,15.04043,3.8039,1
B,3942,0,5.107817,1,59,12,7413760,123343.5,1460,256,14.95929,3.9988,1
A,711,0,4.872194,1,64,11,8222720,119457,1460,128,15.21549,3.7915,1
B,3942,0,5.242599,1,59,11,7413760,167142.5,1460,256,14.7852,3.9967,1
A,711,0,4.749077,1,64,12,8222720,102856.7,1460,128,15.10634,3.8094,1
B,3943,0,5.106781,1,59,12,7413760,123343.5,1460,256,14.89388,3.9984,1
A,711,0,4.765077,1,64,12,8222720,102862,1460,128,15.14444,3.7969,1
B,3941,0,5.11774,1,59,12,7413760,123343.5,1460,256,14.85567,3.9981,1
A,711,0,4.872153,1,64,11,8222720,119457,1460,128,15.02428,3.7907,1
B,3943,0,5.241734,1,59,11,7413760,167142.5,1460,256,14.97366,3.9971,1
