dir,numBytesSnt,minPktSz,stdIAT,ipMindIPID,ipMaxTTL,tcpPSeqCnt,tcpInitWinSz,tcpAveWinSz,tcpMSS,tcpWS,tcpRTTAckTripMax,entropy,class
B,3603,0,5.260139,0,59,9,7413760,319098.5,1460,256,14.7596,3.9976,1
A,365,0,5.162901,1,64,9,8222720,177028.4,1460,128,15.23864,3.6349,1
B,3604,0,5.466462,1,59,9,7413760,319098.5,1460,256,14.76128,3.9981,1
A,365,0,5.123682,1,64,9,8222720,225432.7,1460,128,15.04618,3.6366,1
B,3604,0,5.364374,0,59,7,7413760,629212.8,1460,256,14.95425,3.9979,1
A,365,0,5.497106,1,64,7,8222720,294553.4,1460,128,15.19827,3.6197,1
B,3603,0,5.734658,1,59,7,7413760,629212.8,1460,256,15.06558,3.9978,1
A,365,0,5.430565,1,64,7,8222720,294569.7,1460,128,15.19057,3.6412,1
B,3603,0,5.633729,1,59,7,7413760,629212.8,1460,256,14.81383,3.9971,1
A,365,0,5.438379,1,64,7,8222720,294569.7,1460,128,15.16807,3.6209,1
B,3604,0,5.642139,1,59,7,7413760,629212.8,1460,256,14.83412,3.998,1
A,365,0,5.112163,1,64,9,8222720,225432.7,1460,128,15.15542,3.617,1
B,3604,0,5.355631,0,59,6,7413760,629212.8,1460,256,3.141876,3.9961,1
A,365,0,5.072446,1,64,9,8222720,225432.7,1460,128,15.02602,3.6229,1
B,3604,0,5.294593,0,59,7,7413760,629212.8,1460,256,14.97525,3.9981,1
A,365,0,4.913899,1,64,11,8222720,143151.3,1460,128,15.01775,3.6376,1
B,3603,0,5.203443,0,59,9,7413760,319098.5,1460,256,14.98742,3.9986,1
A,365,0,5.144379,1,64,9,8222720,225432.7,1460,128,15.08706,3.6263,1
B,3603,0,5.393644,0,59,6,7413760,629212.8,1460,256,3.36595,3.9974,1
A,365,0,5.35517,1,64,8,8222720,225430.5,1460,128,15.26308,3.6061,1
B,3605,0,5.640749,1,59,8,7413760,446792.6,1460,256,14.73927,3.9973,1
A,365,0,5.313897,1,64,9,8222720,177028.4,1460,128,15.10859,3.6189,1
B,3605,0,5.648496,1,59,9,7413760,319098.5,1460,256,14.89096,3.9987,1
A,626,0,5.066304,1,64,8,8222720,177034.7,1460,128,15.25009,3.5297,1
B,3603,0,5.334193,1,59,8,7413760,319098.5,1460,256,14.75249,3.9983,1
A,365,0,5.072548,1,64,10,8222720,143166.2,1460,128,15.24486,3.6315,1
B,3603,0,5.357308,1,59,8,7413760,229712.7,1460,256,14.75698,3.9978,1
A,365,0,5.44769,1,64,7,8222720,294569.7,1460,128,15.19421,3.5579,1
B,3604,0,5.655646,1,59,7,7413760,629212.8,1460,256,14.81096,3.9967,1
A,626,0,5.249259,1,64,8,8222720,177034.7,1460,128,15.18052,3.5763,1
B,3604,0,5.547119,1,59,8,7413760,319098.5,1460,256,14.82041,3.9988,1
A,365,0,4.925746,1,64,10,8222720,177034.7,1460,128,15.00896,3.6207,1
B,3604,0,5.184522,0,59,8,7413760,446792.6,1460,256,14.99202,3.9965,1
A,365,0,5.344611,1,64,7,8222720,294569.7,1460,128,15.25114,3.6035,1
B,3603,0,5.529566,1,59,7,7413760,629212.8,1460,256,14.75263,3.9973,1
A,365,0,5.290943,1,64,9,8222720,177028.4,1460,128,15.23707,3.6137,1
B,3604,0,5.616833,1,59,9,7413760,319098.5,1460,256,14.76333,3.9979,1
A,365,0,5.329212,1,64,8,8222720,225430.5,1460,128,15.23548,3.6179,1
B,3604,0,5.62,1,59,8,7413760,446792.6,1460,256,14.76929,3.9976,1
A,365,0,5.524684,1,64,7,8222720,294553.4,1460,128,15.21776,3.627,1
B,3605,0,5.78698,1,59,7,7413760,629212.8,1460,256,15.04673,3.9985,1
A,365,0,5.467229,1,64,8,8222720,225421,1460,128,15.2177,3.5894,1
B,3603,0,5.817568,1,59,6,7413760,629212.8,1460,256,15.04674,3.9979,1
A,365,0,5.418426,1,64,7,8222720,294569.7,1460,128,15.2023,3.6504,1
B,3604,0,5.637213,1,59,7,7413760,629212.8,1460,256,14.79699,3.998,1
A,365,0,5.013756,1,64,9,8222720,225432.7,1460,128,15.19586,3.578,1
B,3605,0,5.229233,0,59,7,7413760,629212.8,1460,256,14.8038,3.9968,1
A,365,0,5.262799,1,64,9,8222720,177028.4,1460,128,15.10568,3.6177,1
B,3603,0,5.635467,1,59,8,7413760,446792.6,1460,256,14.89611,3.9979,1
A,365,0,5.426442,1,64,7,8222720,294569.7,1460,128,15.1009,3.6436,1
B,3603,0,5.647115,1,59,7,7413760,629212.8,1460,256,14.90276,3.9966,1
A,365,0,5.417202,1,64,7,8222720,294569.7,1460,128,15.09823,3.6309,1
B,3604,0,5.637622,1,59,7,7413760,629212.8,1460,256,14.9051,3.9981,1
A,365,0,5.394479,1,64,8,8222720,225430.5,1460,128,15.09503,3.6633,1
B,3604,0,5.686733,1,59,8,7413760,446792.6,1460,256,14.90508,3.9981,1
A,365,0,5.376256,1,64,7,8222720,294569.7,1460,128,15.0912,3.6232,1
B,3605,0,5.57058,1,59,7,7413760,629212.8,1460,256,14.90941,3.9978,1
A,365,0,4.928069,1,64,10,8222720,177029.9,1460,128,15.08664,3.6226,1
B,3603,0,5.187267,0,59,8,7413760,446792.6,1460,256,14.91788,3.998,1
A,365,0,5.418789,1,64,7,8222720,294569.7,1460,128,15.06098,3.5944,1
B,3603,0,5.640049,1,59,7,7413760,629212.8,1460,256,14.94029,3.998,1
A,626,0,5.089819,1,64,8,8222720,177034.7,1460,128,15.23156,3.5522,1
B,3605,0,5.36045,1,59,8,7413760,319098.5,1460,256,14.76929,3.9965,1
A,365,0,5.371668,1,64,8,8222720,225430.5,1460,128,15.23353,3.6407,1
B,3605,0,5.658208,1,59,8,7413760,446792.6,1460,256,14.77016,3.9973,1
A,365,0,5.125095,1,64,9,8222720,225432.7,1460,128,15.21444,3.6686,1
B,3604,0,5.372825,0,59,7,7413760,629212.8,1460,256,14.7862,3.9977,1
A,365,0,5.487806,1,64,7,8222720,294569.7,1460,128,15.20095,3.6249,1
B,3604,0,5.705757,1,59,7,7413760,629212.8,1460,256,14.79994,3.9983,1
A,365,0,5.487877,1,64,7,8222720,294569.7,1460,128,15.20091,3.6327,1
B,3603,0,5.705729,1,59,7,7413760,629212.8,1460,256,14.79989,3.9983,1
A,365,0,5.433653,1,64,7,8222720,294569.7,1460,128,15.19853,3.6032,1
B,3605,0,5.642848,1,59,6,7413760,629212.8,1460,256,0.685448,3.9972,1
A,365,0,5.489015,1,64,7,8222720,294569.7,1460,128,15.16313,3.603,1
B,3604,0,5.707773,1,59,7,7413760,629212.8,1460,256,14.83713,3.9987,1
A,365,0,5.38266,1,64,8,8222720,225430.5,1460,128,15.1269,3.5935,1
B,3604,0,5.674816,1,59,8,7413760,446792.6,1460,256,14.87175,3.9986,1
A,365,0,5.393783,1,64,8,8222720,225430.5,1460,128,15.11902,3.6167,1
B,3604,0,5.687301,1,59,8,7413760,446792.6,1460,256,14.8841,3.9979,1
A,365,0,5.307688,1,64,9,8222720,177028.4,1460,128,15.11849,3.6126,1
B,3603,0,5.637508,1,59,9,7413760,319098.5,1460,256,14.88425,3.9987,1
A,365,0,5.005094,1,64,9,8222720,225432.7,1460,128,15.09772,3.6399,1
B,3603,0,5.219166,0,59,7,7413760,629212.8,1460,256,14.90108,3.9981,1
A,365,0,5.357389,1,64,8,8222720,225430.5,1460,128,15.03875,3.6289,1
B,3604,0,5.656518,1,59,8,7413760,446792.6,1460,256,14.96165,3.9957,1
A,365,0,5.271195,1,64,9,8222720,177028.4,1460,128,15.21988,3.6387,1
B,3602,0,5.603815,1,59,9,7413760,319098.5,1460,256,14.77929,3.9981,1
A,365,0,5.384937,1,64,7,8222720,294569.7,1460,128,15.2155,3.5942,1
B,3603,0,5.59683,1,59,7,7413760,629212.8,1460,256,14.78492,3.9989,1
A,365,0,5.096532,1,64,9,8222720,225432.7,1460,128,15.2137,3.6429,1
B,3604,0,5.325984,0,59,7,7413760,629212.8,1460,256,14.78715,3.9975,1
A,365,0,5.365778,1,64,8,8222720,225430.5,1460,128,15.19442,3.5991,1
B,3604,0,5.666389,1,59,8,7413760,446792.6,1460,256,14.80575,3.998,1
A,365,0,5.256698,1,64,7,8222720,294569.7,1460,128,15.19061,3.6193,1
B,3603,0,5.540498,1,59,7,7413760,629212.8,1460,256,14.80892,3.9971,1
A,365,0,5.367883,1,64,8,8222720,225430.5,1460,128,15.18695,3.6142,1
B,3604,0,5.667099,1,59,8,7413760,446792.6,1460,256,14.81339,3.9967,1
A,365,0,4.927857,1,64,10,8222720,177029.9,1460,128,15.15961,3.5901,1
B,3603,0,5.186836,0,59,8,7413760,446792.6,1460,256,14.8396,3.9971,1
A,365,0,4.925941,1,64,10,8222720,177029.9,1460,128,15.15581,3.5872,1
B,3604,0,5.181854,0,59,8,7413760,446792.6,1460,256,14.84338,3.9978,1
A,365,0,5.2746,1,64,9,8222720,177028.4,1460,128,15.14549,3.6114,1
B,3603,0,5.608002,1,59,9,7413760,319098.5,1460,256,14.84964,3.9961,1
A,365,0,5.009647,1,64,9,8222720,225432.7,1460,128,15.13641,3.631,1
B,3604,0,5.225286,0,59,7,7413760,629212.8,1460,256,14.87011,3.9982,1
A,365,0,5.374439,1,64,8,8222720,225430.5,1460,128,15.07569,3.6282,1
B,3604,0,5.676259,1,59,8,7413760,446792.6,1460,256,14.92363,3.9976,1
A,365,0,5.458727,1,64,7,8222720,294569.7,1460,128,15.06955,3.6329,1
B,3604,0,5.688328,1,59,7,7413760,629212.8,1460,256,14.92893,3.9971,1
A,365,0,5.016263,1,64,9,8222720,225432.7,1460,128,15.04044,3.6449,1
B,3604,0,5.232824,0,59,7,7413760,629212.8,1460,256,14.95907,3.9974,1
A,365,0,5.470341,1,64,7,8222720,294569.7,1460,128,15.02989,3.6043,1
B,3603,0,5.700917,1,59,7,7413760,629212.8,1460,256,14.96913,3.9972,1
A,365,0,5.378068,1,64,7,8222720,294569.7,1460,128,15.20133,3.623,1
B,3604,0,5.584507,1,59,7,7413760,629212.8,1460,256,14.79817,3.9977,1
A,365,0,5.394032,1,64,7,8222720,294569.7,1460,128,15.19006,3.6061,1
B,3604,0,5.60508,1,59,7,7413760,629212.8,1460,256,14.80991,3.999,1
A,365,0,5.388978,1,64,8,8222720,225430.5,1460,128,15.18552,3.643,1
B,3605,0,5.693007,1,59,8,7413760,446792.6,1460,256,14.81401,3.9976,1
A,365,0,5.409153,1,64,7,8222720,294569.7,1460,128,15.25461,3.6669,1
B,3604,0,5.624421,1,59,7,7413760,629212.8,1460,256,14.74202,3.9973,1
A,365,0,5.033323,1,64,11,8222720,143151.3,1460,128,15.2504,3.635,1
B,3605,0,5.351097,0,59,9,7413760,319098.5,1460,256,14.74931,3.9974,1
A,365,0,5.412502,1,64,8,8222720,225430.5,1460,128,15.17644,3.619,1
B,3605,0,5.721348,1,59,8,7413760,446792.6,1460,256,14.82319,3.9978,1
A,365,0,5.088882,1,64,10,8222720,177029.9,1460,128,15.02393,3.6369,1
B,3603,0,5.385381,0,59,8,7413760,446792.6,1460,256,14.97497,3.9974,1
A,365,0,5.173114,1,64,10,8222720,177034.7,1460,128,15.16226,3.6259,1
B,3603,0,5.485302,0,59,8,7413760,446792.6,1460,256,14.83755,3.9969,1
A,365,0,5.030756,1,64,11,8222720,143151.3,1460,128,15.086,3.6096,1
B,3604,0,5.348593,0,59,9,7413760,319098.5,1460,256,14.91349,3.9975,1
A,365,0,5.208133,1,64,10,8222720,177034.7,1460,128,15.03191,3.6459,1
B,3605,0,5.526376,0,59,8,7413760,446792.6,1460,256,14.96736,3.9984,1
A,365,0,5.256863,1,64,9,8222720,225432.7,1460,128,15.18816,3.6345,1
B,3604,0,5.53345,0,59,7,7413760,629212.8,1460,256,14.81209,3.9966,1
A,365,0,0.316427,0,64,7,8222720,183291.2,1460,128,0.16069,3.5833,1
B,3548,0,0.331932,0,59,8,7413760,638275.2,1460,256,1.373399,3.997,1
A,341,0,4.71169,1,64,5,8222720,735819.4,1460,128,15.12654,3.6082,1
B,3014,0,4.779602,0,59,5,7413760,1262099,1460,256,8.85885,3.9971,1
A,341,0,5.026613,1,64,3,8222720,1023770,1460,128,15.15143,3.5947,1
B,3014,0,5.03282,1,59,5,7413760,1262099,1460,256,9.999775,3.9973,1
A,365,0,0.324468,0,64,6,8222720,183282.2,1460,128,1.404706,3.6301,1
B,3547,0,0.344308,1,59,9,7413760,455855,1460,256,0.0164,3.9981,1
A,341,0,4.405505,1,64,6,8222720,534244.9,1460,128,15.22854,3.5718,1
B,3015,0,4.458514,0,59,6,7413760,889813.1,1460,256,3.852791,3.9958,1
A,341,0,4.570498,1,64,5,8222720,735951.1,1460,128,15.15679,3.5912,1
B,3015,0,4.616077,0,59,5,7413760,1262099,1460,256,7.71919,3.9955,1
A,341,0,4.428838,1,64,6,8222720,534356.8,1460,128,15.23313,3.5671,1
B,3015,0,4.489126,0,59,6,7413760,889813.1,1460,256,6.020435,3.9975,1
A,365,0,0.261087,0,64,8,8222720,134886.3,1460,128,0.333464,3.6146,1
B,3549,0,0.281634,0,59,8,7413760,638275.2,1460,256,1.138635,3.9973,1
A,341,0,4.520775,1,64,5,8222720,735951.1,1460,128,15.20532,3.6308,1
B,3014,0,4.572608,0,59,5,7413760,1262099,1460,256,7.394732,3.9975,1
A,341,0,4.728289,1,64,5,8222720,735819.4,1460,128,15.18234,3.5834,1
B,3014,0,4.800558,0,59,5,7413760,1262099,1460,256,8.76202,3.9967,1
A,341,0,4.379648,1,64,5,8222720,735819.4,1460,128,15.02759,3.5735,1
B,3014,0,4.380662,0,59,5,7413760,1262099,1460,256,4.507302,3.9969,1
A,341,0,4.831221,1,64,5,8222720,735951.1,1460,128,15.08618,3.5872,1
B,3013,0,4.873353,0,59,5,7413760,1262099,1460,256,9.411516,3.998,1
A,365,0,0.303887,0,64,6,8222720,183282.2,1460,128,1.290964,3.6332,1
B,3547,0,0.335383,1,59,8,7413760,638275.2,1460,256,0.016987,3.9976,1
A,341,0,4.417428,1,64,5,8222720,735819.4,1460,128,15.02759,3.5732,1
B,3014,0,4.425374,0,59,5,7413760,1262099,1460,256,6.065358,3.9984,1
A,341,0,4.729635,1,64,6,8222720,534356.8,1460,128,15.02601,3.5989,1
B,3014,0,4.812828,0,59,6,7413760,889813.1,1460,256,9.21649,3.9979,1
A,365,0,0.327235,0,64,7,8222720,183291.2,1460,128,0.398126,3.6173,1
B,3549,0,0.356118,0,59,7,7413760,898875.4,1460,256,1.393511,3.9985,1
A,341,0,4.660057,1,64,5,8222720,735819.4,1460,128,15.12654,3.6259,1
B,3014,0,4.7209,0,59,5,7413760,1262099,1460,256,8.559098,3.997,1
A,365,0,0.294648,1,64,9,8222720,294516.6,1460,128,0.410137,3.6056,1
B,3525,0,0.318779,0,59,6,7413760,1271162,1460,256,1.198638,3.9972,1
A,341,0,4.400777,1,64,6,8222720,534356.8,1460,128,15.01252,3.6095,1
B,3013,0,4.478112,0,59,6,7413760,889813.1,1460,256,7.250187,3.9965,1
A,365,0,0.367486,0,64,4,8222720,351198.3,1460,128,1.427065,3.6121,1
B,3549,0,0.412334,1,59,6,7413760,1271162,1460,256,0.022823,3.9992,1
A,365,0,0.090854,0,64,4,8222720,351198.3,1460,128,0.321849,3.6363,1
B,3547,0,0.106634,1,59,7,7413760,898875.4,1460,256,0.018142,3.9966,1
A,365,0,0.125947,0,64,6,8222720,183282.2,1460,128,0.498696,3.6534,1
B,3547,0,0.146134,1,59,9,7413760,455855,1460,256,0.023659,3.9966,1
A,365,0,0.335921,0,64,7,8222720,183291.2,1460,128,0.514247,3.6371,1
B,3548,0,0.365346,0,59,7,7413760,898875.4,1460,256,1.395427,3.9983,1
A,365,0,0.284957,0,64,7,8222720,183291.2,1460,128,0.531558,3.6474,1
B,3547,0,0.308025,0,59,7,7413760,898875.4,1460,256,1.14547,3.9985,1
A,365,0,0.336406,0,64,5,8222720,252428.1,1460,128,1.336601,3.6286,1
B,3548,0,0.358842,1,59,8,7413760,638275.2,1460,256,0.021808,3.9991,1
A,365,0,0.285241,0,64,7,8222720,183291.2,1460,128,0.542649,3.6508,1
B,3548,0,0.308619,0,59,7,7413760,898875.4,1460,256,1.142399,3.9973,1
A,365,0,0.35161,0,64,6,8222720,252431.2,1460,128,0.535888,3.6206,1
B,3549,0,0.384365,0,59,6,7413760,1271162,1460,256,1.407105,3.9973,1
A,341,0,4.615846,1,64,6,8222720,534376.6,1460,128,15.02057,3.5705,1
B,3015,0,4.69093,0,59,6,7413760,889813.1,1460,256,8.425343,3.9984,1
A,341,0,4.647437,1,64,7,8222720,393254.5,1460,128,15.02639,3.5946,1
B,3014,0,4.746146,0,59,7,7413760,629212.8,1460,256,9.280828,3.998,1
A,365,0,0.306809,0,64,6,8222720,252431.2,1460,128,0.578138,3.6468,1
B,3549,0,0.331131,0,59,6,7413760,1271162,1460,256,1.190106,3.9977,1
A,341,0,4.461911,1,64,5,8222720,735951.1,1460,128,19.75048,3.5771,1
B,3013,0,6.291061,0,59,4,7413760,1793936,1460,256,6.964895,3.9983,1
A,365,0,0.352424,0,64,6,8222720,252431.2,1460,128,0.59008,3.5888,1
B,3547,0,0.384909,0,59,6,7413760,1271162,1460,256,1.393296,3.9963,1
A,365,0,5.613859,1,64,6,8222720,393330.4,1460,128,15.09633,3.6011,1
B,3014,0,5.777566,1,59,5,7413760,889813.1,1460,256,9.973647,3.9974,1
A,365,0,0.361356,0,64,5,8222720,252428.1,1460,128,1.427695,3.5956,1
B,3547,0,0.401768,1,59,7,7413760,898875.4,1460,256,0.023028,3.998,1
A,341,0,4.438081,1,64,5,8222720,735819.4,1460,128,15.02765,3.6106,1
B,3015,0,4.443866,0,59,5,7413760,1262099,1460,256,6.231345,3.9958,1
A,365,0,0.276993,0,64,8,8222720,134886.3,1460,128,0.608821,3.5951,1
B,3548,0,0.291212,0,59,9,7413760,455855,1460,256,1.103406,3.9988,1
A,365,0,5.621073,1,64,6,8222720,393330.4,1460,128,15.13232,3.5832,1
B,3013,0,5.785313,1,59,5,7413760,889813.1,1460,256,9.974948,3.9976,1
A,365,0,0.378133,0,64,4,8222720,351198.3,1460,128,1.42508,3.616,1
B,3547,0,0.407132,1,59,7,7413760,898875.4,1460,256,0.022391,3.9983,1
A,341,0,3.30795,1,64,3,8222720,1435233,1460,128,3.790931,3.6208,1
B,3014,0,3.35772,1,59,4,7413760,1793936,1460,256,9.994354,3.9976,1
A,341,0,4.957728,1,64,4,8222720,735941.9,1460,128,15.00632,3.6303,1
B,3015,0,5.038267,1,59,6,7413760,889813.1,1460,256,9.975644,3.9986,1
A,341,0,5.162096,1,64,3,8222720,1023902,1460,128,15.01097,3.6253,1
B,3014,0,5.133615,1,59,5,7413760,1262099,1460,256,9.99401,3.9977,1
A,365,0,0.360618,0,64,6,8222720,252431.2,1460,128,0.647205,3.6311,1
B,3549,0,0.380138,0,59,7,7413760,898875.4,1460,256,1.404107,3.9979,1
A,341,0,5.054942,1,64,5,8222720,534350.3,1460,128,15.23814,3.6077,1
B,3015,0,5.157549,1,59,7,7413760,629212.8,1460,256,10.00446,3.9979,1
A,341,0,5.115844,1,64,3,8222720,1023902,1460,128,15.22705,3.6176,1
B,3013,0,5.149649,1,59,5,7413760,1262099,1460,256,10.00077,3.9945,1
A,341,0,5.086178,1,64,3,8222720,1023902,1460,128,15.02404,3.5755,1
B,3014,0,5.089985,1,59,5,7413760,1262099,1460,256,9.989261,3.9971,1
A,365,0,3.017689,1,64,5,8222720,735969.6,1460,128,3.8437,3.6275,1
B,3015,0,3.35652,1,59,4,7413760,1793936,1460,256,9.988892,3.997,1
A,341,0,4.623062,1,64,6,8222720,534356.8,1460,128,15.02754,3.6287,1
B,3014,0,4.697282,0,59,6,7413760,889813.1,1460,256,8.420423,3.9974,1
A,341,0,5.009161,1,64,3,8222720,1023902,1460,128,15.06234,3.5944,1
B,3013,0,5.012974,1,59,5,7413760,1262099,1460,256,9.990614,3.9978,1
A,365,0,3.018151,1,64,5,8222720,735969.6,1460,128,3.816957,3.6272,1
B,3013,0,3.357808,1,59,4,7413760,1793936,1460,256,9.998456,3.9967,1
A,341,0,4.746361,1,64,6,8222720,534244.9,1460,128,15.16921,3.6014,1
B,3013,0,4.825108,0,59,6,7413760,889813.1,1460,256,8.882838,3.9976,1
A,365,0,5.622544,1,64,6,8222720,393330.4,1460,128,15.07564,3.6181,1
B,3014,0,5.810751,1,59,5,7413760,889813.1,1460,256,9.998983,3.997,1
A,365,0,5.555602,1,64,7,8222720,294560.2,1460,128,15.13906,3.6043,1
B,3013,0,5.846111,1,59,6,7413760,629212.8,1460,256,9.981429,3.9974,1
A,365,0,0.362747,0,64,6,8222720,252431.2,1460,128,0.722755,3.6346,1
B,3549,0,0.382936,0,59,7,7413760,898875.4,1460,256,1.374524,3.9982,1
A,365,0,3.019565,1,64,5,8222720,735969.6,1460,128,3.873225,3.6221,1
B,3013,0,3.357785,1,59,4,7413760,1793936,1460,256,9.988587,3.9986,1
A,341,0,4.503461,1,64,5,8222720,735951.1,1460,128,15.07125,3.5855,1
B,3015,0,4.53686,0,59,5,7413760,1262099,1460,256,7.60033,3.9968,1
A,365,0,3.022301,1,64,5,8222720,735969.6,1460,128,3.874121,3.564,1
B,3014,0,3.362178,1,59,4,7413760,1793936,1460,256,9.998691,3.9973,1
A,341,0,4.584245,1,64,6,8222720,534356.8,1460,128,15.13727,3.6096,1
B,3014,0,4.632943,0,59,6,7413760,889813.1,1460,256,1.540326,3.9979,1
A,341,0,5.063028,1,64,3,8222720,1023902,1460,128,15.04677,3.5834,1
B,3013,0,5.076261,1,59,5,7413760,1262099,1460,256,9.976781,3.9983,1
A,341,0,4.659026,1,64,5,8222720,735951.1,1460,128,15.13595,3.56,1
B,3014,0,4.687601,0,59,5,7413760,1262099,1460,256,8.239438,3.996,1
A,341,0,4.991237,1,64,4,8222720,735922.1,1460,128,15.04608,3.5787,1
B,3015,0,5.076174,1,59,6,7413760,889813.1,1460,256,9.977458,3.998,1
A,365,0,3.026499,1,64,5,8222720,735969.6,1460,128,3.94989,3.6515,1
B,3015,0,3.365041,1,59,4,7413760,1793936,1460,256,9.990584,3.9961,1
A,365,0,3.027328,1,64,5,8222720,735969.6,1460,128,3.930207,3.624,1
B,3014,0,3.365764,1,59,4,7413760,1793936,1460,256,9.999788,3.9978,1
A,365,0,2.953037,1,64,6,8222720,534383.9,1460,128,3.963313,3.6287,1
B,3014,0,3.31243,1,59,5,7413760,1262099,1460,256,9.994217,3.9967,1
A,341,0,4.839826,1,64,5,8222720,735819.4,1460,128,15.14225,3.5839,1
B,3013,0,4.858026,0,59,5,7413760,1262099,1460,256,1.394892,3.9958,1
A,341,0,4.399793,1,64,5,8222720,735951.1,1460,128,21.21655,3.5667,1
B,3013,0,6.68393,0,59,4,7413760,1793936,1460,256,5.402818,3.9979,1
A,341,0,4.867766,1,64,6,8222720,735723.5,1460,128,15.15761,3.5655,1
B,3015,0,4.982988,0,59,5,7413760,1262099,1460,256,1.329692,3.9973,1
A,341,0,2.683199,1,64,5,8222720,1023875,1460,128,2.826569,3.5882,1
B,3014,0,2.718545,0,59,4,7413760,1793936,1460,256,8.789856,3.9966,1
A,341,0,4.623759,1,64,6,8222720,534262.7,1460,128,15.01258,3.5772,1
B,3015,0,4.686,0,59,6,7413760,889813.1,1460,256,1.317899,3.9989,1
A,365,0,0.38553,0,64,7,8222720,183284.4,1460,128,0.613996,3.6421,1
B,3547,0,0.407428,0,59,8,7413760,638275.2,1460,256,1.589521,3.9978,1
A,365,0,3.031905,1,64,5,8222720,735969.6,1460,128,3.99247,3.5896,1
B,3013,0,3.369236,1,59,4,7413760,1793936,1460,256,9.998678,3.9964,1
A,341,0,5.070214,1,64,4,8222720,735810.2,1460,128,15.12899,3.6434,1
B,3015,0,5.149539,1,59,6,7413760,889813.1,1460,256,9.99512,3.9978,1
A,341,0,4.778455,1,64,6,8222720,534244.9,1460,128,15.2293,3.6168,1
B,3015,0,4.857975,0,59,6,7413760,889813.1,1460,256,9.074542,3.9959,1
A,365,0,3.034892,1,64,5,8222720,735969.6,1460,128,4.049342,3.6247,1
B,3014,0,3.370728,1,59,4,7413760,1793936,1460,256,9.996399,3.9968,1
A,341,0,3.344806,1,64,7,8222720,534308.8,1460,128,10.88994,3.6038,1
B,3014,0,3.408703,0,59,6,7413760,889813.1,1460,256,4.102247,3.9985,1
A,365,0,3.040445,1,64,5,8222720,735969.6,1460,128,4.131045,3.6152,1
B,3013,0,3.37514,1,59,4,7413760,1793936,1460,256,9.990075,3.9974,1
A,341,0,4.860556,1,64,5,8222720,735819.4,1460,128,15.22757,3.62,1
B,3015,0,4.899075,0,59,5,7413760,1262099,1460,256,9.014864,3.9968,1
A,341,0,4.784313,1,64,6,8222720,534244.9,1460,128,15.22634,3.5561,1
B,3014,0,4.863474,0,59,6,7413760,889813.1,1460,256,9.071334,3.9968,1
A,365,0,5.619517,1,64,6,8222720,393330.4,1460,128,15.13235,3.6277,1
B,3014,0,5.766414,1,59,5,7413760,889813.1,1460,256,9.978073,3.9985,1
A,341,0,4.415237,1,64,5,8222720,735819.4,1460,128,15.02068,3.5827,1
B,3014,0,4.40824,0,59,5,7413760,1262099,1460,256,4.514248,3.997,1
A,365,0,2.579645,1,64,7,8222720,534404.2,1460,128,2.654274,3.6347,1
B,3014,0,2.82763,0,59,4,7413760,1793936,1460,256,9.140642,3.9982,1
A,365,0,5.546277,1,64,7,8222720,294515,1460,128,15.14383,3.6192,1
B,3014,0,5.829998,1,59,6,7413760,629212.8,1460,256,9.999367,3.9974,1
A,365,0,5.366877,1,64,7,8222720,393321.3,1460,128,15.05236,3.6295,1
B,3523,0,4.901577,0,59,5,7413760,1802999,1460,256,1.284192,3.999,1
A,365,0,5.257158,1,64,7,8222720,294536.9,1460,128,15.20444,3.6409,1
B,3525,0,4.830908,1,59,7,7413760,898875.4,1460,256,0.018634,3.9961,1
A,365,0,5.003881,1,64,5,8222720,534352.6,1460,128,15.23039,3.6335,1
B,3015,0,5.243081,1,59,5,7413760,1262099,1460,256,9.999801,3.9972,1
A,365,0,5.345435,1,64,7,8222720,393321.3,1460,128,15.16645,3.6107,1
B,3525,0,4.933997,0,59,5,7413760,1802999,1460,256,1.284253,3.9966,1
A,365,0,5.346688,1,64,7,8222720,393321.3,1460,128,15.11873,3.5571,1
B,3523,0,4.932632,0,59,5,7413760,1802999,1460,256,1.594135,3.9973,1
A,365,0,4.316937,1,64,7,8222720,393321.3,1460,128,15.20536,3.6603,1
B,3013,0,4.573864,0,59,5,7413760,1262099,1460,256,7.394678,3.9978,1
A,341,0,4.776667,1,64,6,8222720,534356.8,1460,128,15.16918,3.5982,1
B,3013,0,4.853059,0,59,6,7413760,889813.1,1460,256,8.883149,3.9977,1
A,365,0,0.37607,0,64,6,8222720,252431.2,1460,128,0.830178,3.6349,1
B,3549,0,0.404353,0,59,6,7413760,1271162,1460,256,1.380078,3.9992,1
A,365,0,5.025541,1,64,9,8222720,225400,1460,128,15.23689,3.6051,1
B,3523,0,4.583445,0,59,7,7413760,898875.4,1460,256,1.153118,3.9974,1
A,365,0,0.368878,0,64,6,8222720,252431.2,1460,128,1.035586,3.6085,1
B,3549,0,0.390902,0,59,7,7413760,898875.4,1460,256,1.174852,3.9983,1
A,365,0,3.002302,1,64,6,8222720,534397.7,1460,128,4.558259,3.622,1
B,3014,0,3.357152,1,59,5,7413760,1262099,1460,256,9.994441,3.9972,1
A,365,0,0.404966,0,64,7,8222720,183291.2,1460,128,1.055435,3.6552,1
B,3548,0,0.429558,0,59,8,7413760,638275.2,1460,256,1.458337,3.9978,1
